,CO_CNES,NO_FANTASIA,MUNICIPIO
3123,7394551,NASF,SALGADINHO
3124,9239502,ACADEMIA DA SAUDE CENTRO,SALGADO DE SAO FELIX
3125,9165657,POSTO DE SAUDE DA PREGUICA,SALGADO DE SAO FELIX
3126,2608898,UNIDADE DE SAUDE DA FAMILIA DE MARIA DE MELO,SALGADO DE SAO FELIX
3127,9852921,LABORATORIO DE ANALISES CLINICAS,SALGADO DE SAO FELIX
3128,9852980,FARMACIA BASICA MUNICIPAL,SALGADO DE SAO FELIX
3129,9852999,LABORATORIO DE PROTESES DENTARIAS,SALGADO DE SAO FELIX
3130,2363909,PSF SALGADO DE SAO FELIX,SALGADO DE SAO FELIX
3131,7446489,POSTO DE SAUDE DA BOA VISTA,SALGADO DE SAO FELIX
3132,7446497,POSTO DE SAUDE SITIO SOUZA,SALGADO DE SAO FELIX
3133,6632033,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF,SALGADO DE SAO FELIX
3134,2608510,POLICLINICA MUNICIPAL,SALGADO DE SAO FELIX
3135,2341352,POSTO DE SAUDE DE PIACAS,SALGADO DE SAO FELIX
3136,2608871,PSF DE DOIS RIACHOS,SALGADO DE SAO FELIX
3137,2608901,UNIDADE DE SAUDE DA FAMILIA NAUM BARBOSA,SALGADO DE SAO FELIX
3138,6217737,PSF CENTRO II,SALGADO DE SAO FELIX
3139,7522762,ACADEMIA DA SAUDE DE DOIS RIACHOS,SALGADO DE SAO FELIX
3140,6632009,VIGILANCIA EM SAUDE,SALGADO DE SAO FELIX
3141,6418104,SECRETARIA MUNICIPAL DE SAUDE DE SALGADO DE SAO FELIX,SALGADO DE SAO FELIX
3142,2613220,POSTO DE SAUDE DE ALAGAMAR,SALGADO DE SAO FELIX
3143,6462081,SECRETARIA MUNICIPAL DE SAUDE DE SANTA CECILIA,SANTA CECILIA
3144,2341565,PSF II SAMAMBAIA,SANTA CECILIA
3145,2357720,PSF I SANTA CECILIA,SANTA CECILIA
3146,9255117,CAF CENTRAL DE ABASTECIMENTO FARMACEUTICO,SANTA CECILIA
3147,2341573,PSF III POROROCA,SANTA CECILIA
3148,7427611,UNID AMBULATORIAL SANTA CECILIA,SANTA CECILIA
3149,7430396,NASF,SANTA CECILIA
3150,9799699,FARMACIA BASICA,SANTA CRUZ
3151,2342081,ESF CASINHA DO HOMEM EQUIPE II,SANTA CRUZ
3152,2592223,HOSPITAL DE SANTA CRUZ FRANCISCA WANDERLEY,SANTA CRUZ
3153,6861342,SAMU DE SANTA CRUZ PB,SANTA CRUZ
3154,6755305,UNIDADE MOVEL DE SANTA CRUZ,SANTA CRUZ
3155,7765282,ACADEMIA DA SAUDE DE CASINHA DO HOMEM,SANTA CRUZ
3156,6343392,POLICLINICA MUNICIPAL MARIA CECILIA ANTUNES DE OLIVEIRA,SANTA CRUZ
3157,9019146,ACADEMIA DA SAUDE DA SEDE DE SANTA CRUZ,SANTA CRUZ
3158,6630316,VIGILANCIA SANITARIA DO MUNCIPIO DE SANTA CRUZ,SANTA CRUZ
3159,6430058,SECRETARIA DE SAUDE DE SANTA CRUZ,SANTA CRUZ
3160,5837790,CENTRO DE ESPECIALIDADES ODONTOLOGICA CEO I,SANTA CRUZ
3161,2341859,ESF SANTA CRUZ EQUIPE I,SANTA CRUZ
3162,2342065,ESF SAO PEDRO EQUIPE III,SANTA CRUZ
3163,9854940,SAMU 192 SANTA HELENA,SANTA HELENA
3164,6271251,SECRETARIA MUNICIPAL DE SAUDE DE SANTA HELENA,SANTA HELENA
3165,6565816,CENTRO DE FISIOTERAPIA DAERSON DANTAS BARROSO,SANTA HELENA
3166,7677766,ACADEMIA DA SAUDE JOSE CORREIA ALVES,SANTA HELENA
3167,7661592,CENTRO DE ESPECIALIDADES ODONTOLOGICA ELAIR DINIZ BRASILEIRO,SANTA HELENA
3168,2322048,ESTRATEGIA DE SAUDE DA FAMILIA JAIRTON RIBEIRO DA SILVA,SANTA HELENA
3169,6633250,LABORATORIO ANTONIO BRAGA ROLIM,SANTA HELENA
3170,7524005,VIGILANCIA SANITARIA,SANTA HELENA
3171,2322013,ESTRATEGIA DE SAUDE DA FAMILIA ANTONIO ABRANTES DE LIMA,SANTA HELENA
3172,2322056,ESTRATEGIA DE SAUDE DA FAMILIA OTAVIO FELIX DE MOURA,SANTA HELENA
3173,6757227,CENTRO DE ESPECIALIDADES MEDICA MANOEL NASCIMENTO BARROSO,SANTA HELENA
3174,7665466,FARMACIA BASICA DE SANTA INES,SANTA INES
3175,7645651,LRPD SANTA INES,SANTA INES
3176,7025823,COORDENADORIA DE VIGILANCIA SANITARIA,SANTA INES
3177,7897960,COORD DE VIGILANCIA SANITARIA AMBIENTAL E EPIDEMIOLOGICA,SANTA INES
3178,7333633,NASF SANTA INES,SANTA INES
3179,7951477,SECRETARIA MUN DE SAUDE E MEIO AMBIENTE DE SANTA INES PB,SANTA INES
3180,2321807,PSF DE UMBUZEIRO,SANTA INES
3181,112941,ACADEMIA DE SAUDE DE SANTA INES,SANTA INES
3182,7174195,TFD INTERMUNICIPAL DE SANTA INES PB,SANTA INES
3183,2321793,PSF DE SANTA INES PB,SANTA INES
3184,7288778,HOSPITAL MUNICIPAL DE SANTA INES,SANTA INES
3185,2321122,HOSPITAL E MATERNIDADE SINHA CARNEIRO,SANTA LUZIA
3186,2604507,ESF I JOAO BOSCO TORRES DE MEDEIROS,SANTA LUZIA
3187,6648061,NASF SANTA LUZIA,SANTA LUZIA
3188,9260587,POLO DE ACADEMIA DE SAUDE I,SANTA LUZIA
3189,3121976,POLICLINICA DR KIVAL GORGONIO,SANTA LUZIA
3190,2604515,ESF III MARCIA PATRICIA DE MEDEIROS,SANTA LUZIA
3191,7206224,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192 BASICO,SANTA LUZIA
3192,2321106,POSTO DE SAUDE DO TALHADO,SANTA LUZIA
3193,2604809,ESF V SEBASTIAO DE JESUS MACHADO,SANTA LUZIA
3194,2356791,ESF VI ROBERVAL ELISEU DA NOBREGA,SANTA LUZIA
3195,9171223,POLO DE ACADEMIA DE SAUDE II,SANTA LUZIA
3196,2321041,POSTO DE SAUDE DO SACO,SANTA LUZIA
3197,6423981,SECRETARIA MUNICIPAL DE SAUDE SANTA LUZIA,SANTA LUZIA
3198,7214537,FARMACIA BASICA MUNICIPAL,SANTA LUZIA
3199,2321033,ESF II JOSE DE ANCHIETA LIMA,SANTA LUZIA
3200,2604523,ESF IV ANTONIO BENTO DE MORAIS,SANTA LUZIA
3201,6017681,CAPS I SANTA LUZIA,SANTA LUZIA
3202,6792138,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192 AVANCADO,SANTA LUZIA
3203,7995105,SECRETARIA MUNICIPAL DE SAUDE E MEIO AMBIENTE,SANTANA DE MANGUEIRA
3204,9930078,EQUIPE SAUDE MENTAL,SANTANA DE MANGUEIRA
3205,7637497,ACADEMIA DA SAUDE DE SANTANA DE MANGUEIRA PB,SANTANA DE MANGUEIRA
3206,7663730,FARMACIA BASICA DE SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA
3207,9632417,SAMU 192 BASICA DE SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA
3208,2603624,UNIDADE BASICA DO PSF NORTE,SANTANA DE MANGUEIRA
3209,7790716,LRPD DE SANTANA DE MANGUEIRA PB,SANTANA DE MANGUEIRA
3210,7467923,AMIGOS DO PEITO SANTANA DE MANGUEIRA PB,SANTANA DE MANGUEIRA
3211,7434995,NASF 2 SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA
3212,7522916,USF III FIGUEIRA,SANTANA DE MANGUEIRA
3213,2341182,UNIDADE MISTA DE SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA
3214,6870457,VIGILANCIA EM SAUDE,SANTANA DE MANGUEIRA
3215,6428649,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,SANTANA DE MANGUEIRA
3216,9452397,CAPS1 SANTANA DOS GARROTES,SANTANA DOS GARROTES
3217,34290,FARMACIA BASICA DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3218,9211543,ACADEMIA DE SAUDE GERALDO DE TAXA,SANTANA DOS GARROTES
3219,7995237,LABORATORIO DE ANALISES CLINICAS DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3220,2597241,USF PITOMBEIRA,SANTANA DOS GARROTES
3221,9887695,UNIDADE ODONTOLOGICA MOVEL DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3222,7429541,AMIGO DO PEITO DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3223,7440839,USF DEUZALINA FRANCELINO LEITE,SANTANA DOS GARROTES
3224,9600078,LABORATORIO DE PROTESE DENTARIA DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3225,6995713,NASF 2,SANTANA DOS GARROTES
3226,2592290,POSTO DE SAUDE DA PALESTINA,SANTANA DOS GARROTES
3227,6821774,UNIDADE DE VIGILANCIA SANITARIA,SANTANA DOS GARROTES
3228,6921876,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA EMERGENCIA SAMU192,SANTANA DOS GARROTES
3229,2592282,USF SERRA BRANCA,SANTANA DOS GARROTES
3230,6590810,TRATAMENTO FORA DE DOMICILIO,SANTANA DOS GARROTES
3231,6430848,SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DOS GARROTES,SANTANA DOS GARROTES
3232,6163645,UNIDADE BASICA DE SAUDE MARIA ANA DE JESUS,SANTANA DOS GARROTES
3233,2592304,USF SANTANA DOS GARROTES,SANTANA DOS GARROTES
3234,6808026,LABORATORIO MUNICIPAL DE ANALISES CLINICAS DE SANTANA,SANTANA DOS GARROTES
3235,6417248,SECRETARIA MUNICIPAL DE SAUDE DE JOCA CLAUDINO,SANTAREM
3236,6285082,POSTO DE SAUDE DO SACO DA SINHAZINHA,SANTAREM
3237,2321823,POSTO DE SAUDE DE SANTA RITA,SANTAREM
3238,2362104,POSTO DE SAUDE DE FAZENDA NOVA,SANTAREM
3239,6879705,POLO ACADEMIA DA SAUDE I,SANTAREM
3240,6449034,UNIDADE DE SAUDE DA FAMILIA,SANTAREM
3241,2321815,CENTRO DE SAUDE HERMINIO FRANCISCO DE ANDRADE,SANTAREM
3242,9467718,HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES,SANTA RITA
3243,9104631,SAMU 192 SANTA RITA USB,SANTA RITA
3244,7525591,ESCOLA MUNICIPAL DANIEL COMBONI,SANTA RITA
3245,4017064,SINDICATO DOS TRABALHADORES DE SANTA RITAPB,SANTA RITA
3246,2342901,POLICLINICA BARAO DO ABIAY,SANTA RITA
3247,3217124,ESCOLA MUNICIPAL DANIEL COMBONI,SANTA RITA
3248,9684069,ACADEMIA DA SAUDE DESPORTISTA BENEDITO DA PENHA MEDEIROS,SANTA RITA
3249,5416604,SECRETARIA DE SAUDE DE SANTA RITA,SANTA RITA
3250,2757915,SERVICO DE ASSISTENCIA ESPECIALIZADA,SANTA RITA
3251,76627,SERVICO DE ATENCAO DOMICILIAR SAD SANTA RITA,SANTA RITA
3252,2343150,ESCOLA MUNICIPAL FLAVIO M FILHO,SANTA RITA
3253,2343290,UNIDADE DE PSF DONA ZUZA ALVINO,SANTA RITA
3254,2343312,UNIDADE DE PSF LIVRAMENTO,SANTA RITA
3255,2343339,UNIDADE DE PSF ANTONIO ALVINO SOBRINHO,SANTA RITA
3256,2343355,UNIDADE DE PSF HEITEL SANTIAGO,SANTA RITA
3257,2343371,UNIDADE DE PSF USINA SAO JOAO,SANTA RITA
3258,2356589,UNIDADE DE PSF DR TEIXEIRA DE VASCONCELOS,SANTA RITA
3259,2356619,UNIDADE DE PSF FRANCISCA LIRA DE CARVALHO,SANTA RITA
3260,2757990,UNIDADE DE PSF JARDIM EUROPA I,SANTA RITA
3261,2758059,UNIDADE DE PSF SOL NASCENTE,SANTA RITA
3262,2342499,UNIDADE DE PSF FORTE VELHORIBEIRA,SANTA RITA
3263,2342871,POLICLINICA MUNIC STA RITA MARIA DO CARMO SANTIAGO,SANTA RITA
3264,3263177,CENTRO DE ATENDIMENTO PSICOSOCIAL CAPSII,SANTA RITA
3265,2342944,ESCOLA MONS RAFAEL DE BARROS,SANTA RITA
3266,2343304,UNIDADE DE PSF MARCOS MOURA II,SANTA RITA
3267,2343320,UNIDADE DE PSF LEROLANDIA,SANTA RITA
3268,2343347,UNIDADE DE PSF BEBELANDIA,SANTA RITA
3269,2343363,UNIDADE DE PSF ANA VIRGINIA,SANTA RITA
3270,2343398,UNIDADE MOVEL 2,SANTA RITA
3271,2356597,UNIDADE DE PSF MUTIRAO,SANTA RITA
3272,2758016,UNIDADE DE PSF JARDIM EUROPA II,SANTA RITA
3273,2821818,ESCOLA MUNICIPAL INDIO PIRAGIBE,SANTA RITA
3274,3718697,UNIDADE DE PSF ALDENY MONTENEGRO,SANTA RITA
3275,3718867,CENTRO DE ESPEC ODONTOLOGICAS CEO DRA ANA VIRGINIA DE LUCENA,SANTA RITA
3276,5097150,UNIDADE DE PSF MARIA DE LOURDES ALVES DE ASSIS,SANTA RITA
3277,5099153,UNIDADE DE PSF VIDAL DE NEGREIROS,SANTA RITA
3278,5280168,UNIDADE DE PSF ODON LEITE,SANTA RITA
3279,5595452,UNIDADE DE PSF PADRE MALAGRIDA I,SANTA RITA
3280,5339545,UNIDADE DE PSF JOSE ALVES DE MELO,SANTA RITA
3281,6363342,UNIDADE DE PSF IVONE MORAIS,SANTA RITA
3282,2342502,UNIDADE MOVEL 1,SANTA RITA
3283,2342936,SERVICO DE VIGILANCIA SANITARIA,SANTA RITA
3284,3718719,UNIDADE DE PSF CICEROLANDIA,SANTA RITA
3285,6394841,UNIDADE DE PSF MAURICE VAN WOENSEL,SANTA RITA
3286,5098882,UNIDADE DE PSF CELIA SANTIAGO,SANTA RITA
3287,5595479,UNIDADE DE PSF PADRE MALAGRIDA II,SANTA RITA
3288,2356627,UNIDADE DE PSF MASA,SANTA RITA
3289,9726179,CENTRO DE SAUDE DR FLAVIO MAROJA,SANTA RITA
3290,2342898,UNIDADE DE PSF FLAVIO MAROJA,SANTA RITA
3291,2343452,UNIDADE DE PSF MARCOS MOURA III,SANTA RITA
3292,2356562,UNIDADE DE PSF JOSE VICENTE DE PONTES,SANTA RITA
3293,9190546,POLICLINICA MUNICIPAL DR JOSE LINS DE ALBUQUERQUE ZE DE ULE,SANTA RITA
3294,3031047,UNIDADE DE PSF MIRIRI,SANTA RITA
3295,5723035,PRESIDIO PADRAO DE SANTA RITA,SANTA RITA
3296,18406,CER CENTRO DE REABILITACAO SANTA RITA,SANTA RITA
3297,2343444,UNIDADE DE PSF FARM ANTONIO AZEVEDO,SANTA RITA
3298,9075011,LACEN LABORATORIO CENTRAL DE SANTA RITA,SANTA RITA
3299,2342995,ESCOLA ENEAS DE CARVALHO,SANTA RITA
3300,3099369,UNIDADE DE PSF VARZEA NOVA III,SANTA RITA
3301,2342189,UNIDADE DE PSF CELESTE RIBEIRO,SANTA RITA
3302,2343487,CENTRO DE SAUDE PADRE MALAGRIDA,SANTA RITA
3303,2356600,UNIDADE DE PSF IRMA CACILDA,SANTA RITA
3304,2356570,UNIDADE DE PSF PAULO VI,SANTA RITA
3305,5883997,UNIDADE DE PSF PADRE PAULO KOELLEN,SANTA RITA
3306,6147038,UNIDADE DE PSF BARAO DO ABIAY,SANTA RITA
3307,6194907,FARMACIA POPULAR DO BRASIL,SANTA RITA
3308,6754325,UPA UNIDADE DE PRONTO ATENDIMENTO,SANTA RITA
3309,9230858,POLO DE ACADEMIA DE SANTA TERESINHA,SANTA TERESINHA
3310,7330081,CENTRO DE ESPECIALIDADES DE SANTA TERESINHA,SANTA TERESINHA
3311,9013202,CAPS I SANTA TEREZINHA PB,SANTA TERESINHA
3312,6448550,SECRETARIA MUNICIPAL DE SAUDE,SANTA TERESINHA
3313,2321149,USF II FRANCISCO DE ASSIS LEITE NOGUEIRA,SANTA TERESINHA
3314,2321025,USF I PEDRO RUFINO SOBRINHO,SANTA TERESINHA
3315,7457324,SERVICIO DE ATENDIMENTO MOVEL DE URGENCIA SAMU,SANTA TERESINHA
3316,7163622,UNIDADE DE VIGILANCIA SANITARIA SANTA TERESINHA,SANTA TERESINHA
3317,7427735,AMIGO DO PEITO DE SANTA TERESINHA,SANTA TERESINHA
3318,9804072,CENTRO DE FISIOTERAPIA DAMIAO MAXIMINO RODRIGUES,SANTO ANDRE
3319,9804293,ACADEMIA DA SAUDE BENTO MESSIAS TRINDADE,SANTO ANDRE
3320,7445911,UBSF DA MALHADA VERMELHA,SANTO ANDRE
3321,6376827,LABORATORIO REGIONAL DE PROTESE DENTARIA,SANTO ANDRE
3322,9452737,UBSF SITIO LAGOA,SANTO ANDRE
3323,7667353,NASF DE SANTO ANDRE PB,SANTO ANDRE
3324,9003061,FARMACIA MUNICIPAL DE SANTO ANDRE,SANTO ANDRE
3325,2341816,UBSF LINA MARIA DE JESUS,SANTO ANDRE
3326,5920957,UNIDADE DE VIGILANCIA EM SAUDE,SANTO ANDRE
3327,6449832,SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANDRE,SANTO ANDRE
3328,7481519,AMIGO DO PEITO DE SANTO ANDRE PB,SANTO ANDRE
3329,7194668,UNIDADE MISTA DE SAUDE DE SANTO ANDRE,SANTO ANDRE
3330,9680519,PSF JOAO CRUZ NETO,SAO BENTO
3331,9680497,PSF JOSINEIDE ALMEIDA DA SILVA,SAO BENTO
3332,2606704,PSF BENEDITO PEDRO DA SILVA,SAO BENTO
3333,2606739,PSF JOSE BORGES DA SILVA,SAO BENTO
3334,2820188,PSF EULAMPIO CANDIDO DA SILVA,SAO BENTO
3335,5027209,CAPS I,SAO BENTO
3336,6425313,SECRETARIA MUNICIPAL DE SAUDE DE SAO BENTO,SAO BENTO
3337,6830676,SAMU 192 SAO BENTO,SAO BENTO
3338,6029817,NASF SAO BENTO I,SAO BENTO
3339,6558321,LABORATORIO PUBLICO MUNICIPAL,SAO BENTO
3340,7355556,NASF SAO BENTO II,SAO BENTO
3341,2606690,PSF RITA FERNANDES DE LIMA,SAO BENTO
3342,2606720,PSF DR JOSE MAIA DA CRUZ,SAO BENTO
3343,2680548,PSF SEVERINO PEDRO DE SOUZA,SAO BENTO
3344,3037622,UNIDADE DE VIGILANCIA SANITARIA,SAO BENTO
3345,9277269,CAPS AD III JACI CLEMENTINO DA SILVA,SAO BENTO
3346,7015909,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,SAO BENTO
3347,2606666,PSF FRANCISCO JUNQUEIRA DOS SANTOS,SAO BENTO
3348,9264345,CENTRO DE FISIOTERAPIA,SAO BENTO
3349,9340238,SERVICO DE PRONTO ATENDIMENTO DR JOSE MAIA DA CRUZ,SAO BENTO
3350,9831886,ACADEMIA DA SAUDE,SAO BENTO
3351,3852512,PSF MANOEL CICERO DANTAS,SAO BENTO
3352,6418929,CENTRAL DE REGULACAO,SAO BENTO
3353,3349721,PSF MARIA EUNICE DE SOUZA,SAO BENTO
3354,2606712,CENTRO DE SAUDE DR JOSE M DA CRUZ,SAO BENTO
3355,2613549,HOSPITAL MARIA PAULINO LUCIO,SAO BENTO
3356,3852490,PSF JOSE MIGUEL DE ARAUJO,SAO BENTO
3357,3341100,PSF ANTONIO VIEIRA DOS SANTOS,SAO BENTO
3358,3349748,PSF BERNARDO VIEIRA DOS S FILHO,SAO BENTO
3359,7478674,AMIGO DO PEITO SAO BENTO,SAO BENTO
3360,7398867,PSF JARDILINA DOS SANTOS,SAO BENTO
3361,9287868,ACADEMIA DA SAUDE,SAO BENTINHO
3362,7506961,LABORATORIO MUN DE ANALISES CLINICAS JOAO DE DEUS TORRES,SAO BENTINHO
3363,7507011,FARMACIA BASICA MUNICIPAL,SAO BENTINHO
3364,7574363,NASF3 SAO BENTINHO PB,SAO BENTINHO
3365,6560954,UNIDADE BASICA DE SAUDE DA FAMILIA CICERO HORACIO DE SOUSA,SAO BENTINHO
3366,6357822,SECRETARIA MUNICIPAL DE SAUDE,SAO BENTINHO
3367,7290020,CENTRAL DE REGULACAO E MARCACAO DE EXAMES,SAO BENTINHO
3368,6161731,ESF IVAN OLIMPIO SEGUNDO,SAO BENTINHO
3369,7427638,UNIDADE DE VIGILANCIA EM SAUDE,SAO BENTINHO
3370,9809643,UNIDADE BASICA DE SAUDE DA FAMILIA JOSE LUCIO PEREIRA,SAO BENTINHO
3371,64300,POLICLINICA MUNICIPAL NOSSA SENHORA DE FATIMA,SAO BENTINHO
3372,9306234,UNIDADE BASICA DE SAUDE DA FAMILIA OSVALDO PEREIRA,SAO BENTINHO
3373,2812541,CENTRO MEDICO MARIA MARCELINA DA CONCEICAO,SAO BENTINHO
3374,2812568,ESF AGOSTINHO CLEMENTINO PEREIRA,SAO BENTINHO
3375,7481705,AMIGO DO PEITO DE SAO BENTINHO PB,SAO BENTINHO
3376,9594078,ACADEMIA DA SAUDE DE SAO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI
3377,2607832,UBSF JOSE ISIDORO DOS SANTOS,SAO DOMINGOS DO CARIRI
3378,6415458,SECRETARIA MUNICIPAL DE SAUDE,SAO DOMINGOS DO CARIRI
3379,9154493,LABORATORIO MUNICIPAL DE SAO DOMINGOS,SAO DOMINGOS
3380,9154485,FARMACIA BASICA DE SAO DOMINGOS,SAO DOMINGOS
3381,7636946,POLO DE ACADEMIA DE SAUDE,SAO DOMINGOS
3382,6538525,CLINICA DE ESPECIALIDADES MEDICAS EM SAUDE,SAO DOMINGOS
3383,6395112,FUNDO MUNICIPAL DE SAUDE,SAO DOMINGOS
3384,7585209,ESF II OLIVIA QUEIROGA DA SILVA,SAO DOMINGOS
3385,2592193,ESF I DR AVELINO ELIAS DE QUEIROGA,SAO DOMINGOS
3386,6671845,CENTRO DE VIGILANCIA SANITARIA DE SAO DOMINGOS,SAO DOMINGOS
3387,7243022,SECRETARIA MUNICIPAL DE SAUDE DE SAO DOMINGOS,SAO DOMINGOS
3388,7961014,CENTRO DE ESPECIALIDADES ODONTOLOGICAS FRANCISCA G OLIVEIRA,SAO FRANCISCO
3389,9862803,UNIDADE BASICA DE SAUDE ANDRESSA KAROLINE LOPES DE MORAIS,SAO FRANCISCO
3390,6761240,POLICLINICA FRANCISCA GADELHA DE OLIVEIRA,SAO FRANCISCO
3391,6224652,USF UNIDADE BASICA DE SAUDE MARIA JOANA DE QUEIROGA,SAO FRANCISCO
3392,2606747,UNIDADE SAUDE DA FAMILIA JOANA CASSIMIRO DE OLIVEIRA PSF II,SAO FRANCISCO
3393,2758067,USF UNIDADE BASICA DE SAUDE DR JOAO BOSCO GADELHA OLIVEIRA,SAO FRANCISCO
3394,6425658,SECRETARIA MUNICIPAL DA SAUDE DE SAO FRANCISCO,SAO FRANCISCO
3395,7497458,VISA VIGILANCIA SANITARIA DE SAO FRANCISCO,SAO FRANCISCO
3396,9020977,CAPS I SAO JOAO DO CARIRI,SAO JOAO DO CARIRI
3397,2363399,LABORATORIO DE ANALISES CLINICAS MUNICIPAL,SAO JOAO DO CARIRI
3398,9450947,FARMACIA BASICA DE SAO JOAO DO CARIRI,SAO JOAO DO CARIRI
3399,6414850,SECRETARIA MUNICIPAL DE SAUDE,SAO JOAO DO CARIRI
3400,7092075,SAO JOAO DO CARIRI SAMU USB,SAO JOAO DO CARIRI
3401,2363380,UBSF PORCINA RAMOS DE MEDEIROS,SAO JOAO DO CARIRI
3402,2363518,UBSF MALHADA DA ROCA,SAO JOAO DO CARIRI
3403,7592795,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO,SAO JOAO DO TIGRE
3404,2363569,POSTO DE SAUDE DE SAO JOAO DO TIGRE,SAO JOAO DO TIGRE
3405,7637268,ACADEMIA DA SAUDE DE CACIMBINHA,SAO JOAO DO TIGRE
3406,7637330,ACADEMIA DE SAUDE DO CENTRO,SAO JOAO DO TIGRE
3407,7363540,NASF DE SAO JOAO DO TIGRE PB,SAO JOAO DO TIGRE
3408,9261591,FARMACIA BASICA,SAO JOAO DO TIGRE
3409,2363496,USF01 DINA EMILIA DE CARVALHO,SAO JOAO DO TIGRE
3410,2612933,USF02 CACIMBINHA,SAO JOAO DO TIGRE
3411,2612925,POSTO DE SAUDE SANTA MARIA,SAO JOAO DO TIGRE
3412,6432751,SECRETARIA MUNICIPAL DE SAUDE,SAO JOAO DO TIGRE
3413,6853706,SECRETARIA DE SAUDE DE SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA
3414,2341581,PSF I,SAO JOSE DA LAGOA TAPADA
3415,2342685,PSF III,SAO JOSE DA LAGOA TAPADA
3416,9406069,ESF IV SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA
3417,6580505,VIGILANCIA SANITARIA,SAO JOSE DA LAGOA TAPADA
3418,5469813,POLICLINICA PEDRO QUEIROGA DE OLIVEIRA SOUSA,SAO JOSE DA LAGOA TAPADA
3419,7056249,LABORATORIO DE PROTESE DENTARIA DE SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA
3420,5607205,PSF II,SAO JOSE DA LAGOA TAPADA
3421,9766138,POLO ACADEMIA DA SAUDE,SAO JOSE DA LAGOA TAPADA
3422,6853676,SAMU DE SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA
3423,2357631,UNIDADE MISTA DE SAUDE CACILDA BRAGA,SAO JOSE DA LAGOA TAPADA
3424,7377487,FARMACIA BASICA,SAO JOSE DA LAGOA TAPADA
3425,2604892,POSTO DE SAUDE PANELAS,SAO JOSE DE CAIANA
3426,9867805,POLO DE ACADEMIA DA SAUDE DE CAIANA,SAO JOSE DE CAIANA
3427,7834144,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DO CAIANA,SAO JOSE DE CAIANA
3428,6408400,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DE CAIANA,SAO JOSE DE CAIANA
3429,2604884,POSTO DE SAUDE DESERTO,SAO JOSE DE CAIANA
3430,2605384,UNIDADE MISTA DE SAO JOSE DE CAIANA,SAO JOSE DE CAIANA
3431,9180214,LABORATORIO MUN DE PROTESE DENTARIA DE SAO JOSE ESPINHARAS,SAO JOSE DE ESPINHARAS
3432,9788468,FARMACIA BASICA DE SAO JOSE DE ESPINHARAS II,SAO JOSE DE ESPINHARAS
3433,2815346,UBS DARCILIO WANDERLEY DA NOBREGA,SAO JOSE DE ESPINHARAS
3434,6295568,CENTRO DE APOIO A SAUDE DA FAMILIA,SAO JOSE DE ESPINHARAS
3435,6461832,SMS DE SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS
3436,7257694,NASF III SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS
3437,2321440,POSTO DE SAUDE DO PINHAO,SAO JOSE DE ESPINHARAS
3438,2321483,UBS DR FRANCISCO WANDERLEY,SAO JOSE DE ESPINHARAS
3439,102369,SAMU 192 SAO JOSE DE ESPINHARAS PB,SAO JOSE DE ESPINHARAS
3440,6482120,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,SAO JOSE DE ESPINHARAS
3441,7140274,SAMU 192 SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS
3442,7344198,FARMACIA BASICA DE SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS
3443,2321475,POSTO DE SAUDE DO TRONCO,SAO JOSE DE ESPINHARAS
3444,2815338,POSTO DE SAUDE DA TRAVESSIA,SAO JOSE DE ESPINHARAS
3445,6848257,UNIDADE MUNICIPAL DE VIGILANCIA SANITARIA,SAO JOSE DE ESPINHARAS
3446,2608650,USF II DE LAGOA DE PEDRA,SAO JOSE DOS RAMOS
